18:58:01.216,00-00-00-00-0b-bb,10.123.123.1,10.0.0.6,6,0,0,0,168000000,0,0,0,168000000,33566,22,0.000000
18:58:01.217,00-00-00-00-0b-bb,10.0.0.5,10.123.123.1,6,7,498,0,710000000,7,498,0,710000000,22,33464,701.408451
18:58:01.217,00-00-00-00-0b-bb,10.0.0.6,10.123.123.1,6,4,264,0,704000000,4,264,0,704000000,22,33566,375.000000
18:58:01.218,00-00-00-00-0b-bb,10.123.123.1,10.0.0.5,6,0,0,0,42000000,0,0,0,42000000,33464,22,0.000000
18:58:01.219,00-00-00-00-0b-be,10.123.123.1,10.0.0.12,6,0,0,0,28000000,0,0,0,28000000,51222,22,0.000000
18:58:01.220,00-00-00-00-0b-be,10.123.123.1,10.0.0.11,6,1,66,0,303000000,1,66,0,303000000,52286,22,217.821782
18:58:01.220,00-00-00-00-0b-be,10.0.0.11,10.123.123.1,6,3,210,0,670000000,3,210,0,670000000,22,52286,313.432836
18:58:01.221,00-00-00-00-0b-be,10.0.0.12,10.123.123.1,6,6,420,0,677000000,6,420,0,677000000,22,51222,620.384047
18:58:01.222,00-00-00-00-0b-bd,10.123.123.1,10.0.0.10,6,0,0,0,140000000,0,0,0,140000000,33774,22,0.000000
18:58:01.223,00-00-00-00-0b-bd,10.0.0.10,10.123.123.1,6,6,456,0,606000000,6,456,0,606000000,22,33774,752.475248
18:58:01.223,00-00-00-00-0b-bd,10.123.123.1,10.0.0.9,6,0,0,0,234000000,0,0,0,234000000,46490,22,0.000000
18:58:01.224,00-00-00-00-0b-bd,10.0.0.9,10.123.123.1,6,1,66,0,663000000,1,66,0,663000000,22,46490,99.547511
18:58:01.225,00-00-00-00-0b-bf,10.123.123.1,10.0.0.14,6,0,0,0,71000000,0,0,0,71000000,56108,22,0.000000
18:58:01.226,00-00-00-00-0b-bf,10.0.0.14,10.123.123.1,6,6,456,0,559000000,6,456,0,559000000,22,56108,815.742397
18:58:01.226,00-00-00-00-0b-bf,10.0.0.13,10.123.123.1,6,8,588,1,160000000,8,588,1,160000000,22,47980,506.896552
18:58:01.227,00-00-00-00-0b-bf,10.123.123.1,10.0.0.13,6,0,0,0,226000000,0,0,0,226000000,47980,22,0.000000
18:58:01.228,00-00-00-00-0b-c0,10.0.0.16,10.123.123.1,6,6,432,0,526000000,6,432,0,526000000,22,41737,821.292776
18:58:01.229,00-00-00-00-0b-c0,10.0.0.15,10.123.123.1,6,8,588,1,159000000,8,588,1,159000000,22,39178,507.333909
18:58:01.229,00-00-00-00-0b-c0,10.123.123.1,10.0.0.15,6,0,0,0,217000000,0,0,0,217000000,39178,22,0.000000
18:58:01.229,00-00-00-00-0b-c0,10.123.123.1,10.0.0.16,6,0,0,0,61000000,0,0,0,61000000,41737,22,0.000000
18:58:01.231,00-00-00-00-0b-b9,10.123.123.1,10.0.0.2,6,0,0,0,221000000,0,0,0,221000000,35571,22,0.000000
18:58:01.231,00-00-00-00-0b-b9,10.123.123.1,10.0.0.1,6,0,0,0,1000000,0,0,0,1000000,46101,22,0.000000
18:58:01.255,00-00-00-00-07-d2,10.123.123.1,10.0.0.1,6,0,0,0,345000000,0,0,0,345000000,46101,22,0.000000
18:58:01.256,00-00-00-00-07-d2,10.123.123.1,10.0.0.2,6,0,0,1,56000000,0,0,1,56000000,35571,22,0.000000
18:58:01.257,00-00-00-00-07-d2,10.123.123.1,10.0.0.10,6,0,0,0,440000000,0,0,0,440000000,33774,22,0.000000
